"tabel";"gecheckt";"regel";"sub";"sql";"regel_oud";"sub_oud";"sql_oud";"nieuw";"volgnr";"opmerking";"linkveld";"toegevoegd_20190424";"gewijzigd_20190424";"toegevoegd_20190510";"gewijzigd_20190510"
"G";1;"202";0;"SELECT tbl_LSVI3_soorten.WetNaam INTO t1
FROM tbl_LSVI3_soorten
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=541 Or (tbl_LSVI3_soorten.SoortenlijstNr)=534 Or (tbl_LSVI3_soorten.SoortenlijstNr)=536 Or (tbl_LSVI3_soorten.SoortenlijstNr)=538 Or (tbl_LSVI3_soorten.SoortenlijstNr)=542 Or (tbl_LSVI3_soorten.SoortenlijstNr)=543 Or (tbl_LSVI3_soorten.SoortenlijstNr)=547 Or (tbl_LSVI3_soorten.SoortenlijstNr)=461))
GROUP BY tbl_LSVI3_soorten.WetNaam";;;"SELECT tbl_LSVI3_soorten.WetNaam INTO t1
FROM tbl_LSVI3_soorten
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=541 Or (tbl_LSVI3_soorten.SoortenlijstNr)=534 Or (tbl_LSVI3_soorten.SoortenlijstNr)=536 Or (tbl_LSVI3_soorten.SoortenlijstNr)=538 Or (tbl_LSVI3_soorten.SoortenlijstNr)=542 Or (tbl_LSVI3_soorten.SoortenlijstNr)=543 Or (tbl_LSVI3_soorten.SoortenlijstNr)=547 Or (tbl_LSVI3_soorten.SoortenlijstNr)=461))
GROUP BY tbl_LSVI3_soorten.WetNaam";1;373;;114;0;0;0;0
"G";1;"202";1;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Count(SPECSYNO.SpeciesNam) AS AantalVanSpeciesNam INTO t2
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN t1 ON SPECSYNO.SPECIESNAM = t1.WetNaam
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";;;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Count(SPECSYNO.SpeciesNam) AS AantalVanSpeciesNam INTO t2
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN t1 ON SPECSYNO.SPECIESNAM = t1.WetNaam
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";1;355;;114;0;0;0;0
"G";1;"202";2;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland INNER JOIN T2 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = T2.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((T2.AantalVanSpeciesNam)>=5))";;;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland INNER JOIN T2 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = T2.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((T2.AantalVanSpeciesNam)>=5))";1;277;;114;0;0;0;0
"G";1;"203";0;"SELECT tbl_LSVI3_soorten.WetNaam INTO t1
FROM tbl_LSVI3_soorten
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=541 Or (tbl_LSVI3_soorten.SoortenlijstNr)=534 Or (tbl_LSVI3_soorten.SoortenlijstNr)=536 Or (tbl_LSVI3_soorten.SoortenlijstNr)=538 Or (tbl_LSVI3_soorten.SoortenlijstNr)=542 Or (tbl_LSVI3_soorten.SoortenlijstNr)=543 Or (tbl_LSVI3_soorten.SoortenlijstNr)=547 Or (tbl_LSVI3_soorten.SoortenlijstNr)=461))
GROUP BY tbl_LSVI3_soorten.WetNaam
HAVING (((tbl_LSVI3_soorten.WetNaam) Not Like ""sanguisorba off*""))";;;"SELECT tbl_LSVI3_soorten.WetNaam INTO t1
FROM tbl_LSVI3_soorten
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=541 Or (tbl_LSVI3_soorten.SoortenlijstNr)=534 Or (tbl_LSVI3_soorten.SoortenlijstNr)=536 Or (tbl_LSVI3_soorten.SoortenlijstNr)=538 Or (tbl_LSVI3_soorten.SoortenlijstNr)=542 Or (tbl_LSVI3_soorten.SoortenlijstNr)=543 Or (tbl_LSVI3_soorten.SoortenlijstNr)=547 Or (tbl_LSVI3_soorten.SoortenlijstNr)=461))
GROUP BY tbl_LSVI3_soorten.WetNaam
HAVING (((tbl_LSVI3_soorten.WetNaam) Not Like ""sanguisorba off*""))";1;374;;115;0;0;0;0
"G";1;"203";1;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Count(SPECSYNO.SpeciesNam) AS AantalVanSpeciesNam INTO t2
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN t1 ON SPECSYNO.SPECIESNAM = t1.WetNaam
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";;;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Count(SPECSYNO.SpeciesNam) AS AantalVanSpeciesNam INTO t2
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN t1 ON SPECSYNO.SPECIESNAM = t1.WetNaam
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";1;356;;115;0;0;0;0
"G";1;"203";2;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland INNER JOIN T2 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = T2.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((T2.AantalVanSpeciesNam)>=5))";;;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland INNER JOIN T2 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = T2.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((T2.AantalVanSpeciesNam)>=5))";1;278;;115;0;0;0;0
"G";1;"210";0;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS hmo_diff_hn_bedekking INTO t1
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=589))
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";;;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS hmo_diff_hn_bedekking INTO t1
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=589))
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";1;544;;116;0;0;0;0
"G";1;"210";1;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland LEFT JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND ((([FreatofytenFac_bedekking]+[FreatofytenObl_bedekking]+[moerasmos_bedekking])/[KruidlaagBedekkingSom_Vast])>=0.2) AND (([_tbl_HS_Opnamen_Grasland].Fgetal)>=6)) OR ((([_tbl_HS_Opnamen_Grasland].FreatofytenObl_bedekking)>=5) AND (([_tbl_HS_Opnamen_Grasland].FreatofytenObl_aantal)>=2)) OR ((([_tbl_HS_Opnamen_Grasland].FreatofytenObl_bedekking)>=10) AND (([_tbl_HS_Opnamen_Grasland].FreatofytenObl_aantal)=1)) OR (((t1.hmo_diff_hn_bedekking)>=4)) OR ((([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND ((([FreatofytenFac_bedekking]+[FreatofytenObl_bedekking]+[moerasmos_bedekking])/[KruidlaagBedekkingSom_Vast])>=0.1) AND (([FreatofytenFac_aantal]+[FreatofytenObl_aantal])>=4) AND (([_tbl_HS_Opnamen_Grasland].Fgetal)>=6))";;;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland LEFT JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND ((([FreatofytenFac_bedekking]+[FreatofytenObl_bedekking]+[moerasmos_bedekking])/[KruidlaagBedekkingSom_Vast])>=0.2) AND (([_tbl_HS_Opnamen_Grasland].Fgetal)>=6)) OR ((([_tbl_HS_Opnamen_Grasland].FreatofytenObl_bedekking)>=5) AND (([_tbl_HS_Opnamen_Grasland].FreatofytenObl_aantal)>=2)) OR ((([_tbl_HS_Opnamen_Grasland].FreatofytenObl_bedekking)>=10) AND (([_tbl_HS_Opnamen_Grasland].FreatofytenObl_aantal)=1)) OR (((t1.hmo_diff_hn_bedekking)>=4)) OR ((([_tbl_HS_Opnamen_Grasland].KruidlaagBedekkingSom_Vast)>0) AND ((([FreatofytenFac_bedekking]+[FreatofytenObl_bedekking]+[moerasmos_bedekking])/[KruidlaagBedekkingSom_Vast])>=0.1) AND (([FreatofytenFac_aantal]+[FreatofytenObl_aantal])>=4) AND (([_tbl_HS_Opnamen_Grasland].Fgetal)>=6))";1;279;;116;0;0;0;0
"G";0;"2101";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([Hngroep_aantal]+[Hnkgroep_aantal])=3) AND (([_tbl_HS_Opnamen_Grasland].Hnkgroep_aantal)>=1) AND (([_tbl_HS_Opnamen_Grasland].Hngroep_aantal)>=2) AND (([_tbl_HS_Opnamen_Grasland].FreatofytenObl_aantal)=0)) OR ((([_tbl_HS_Opnamen_Grasland].Hnkgroep_aantal)>=1) AND (([_tbl_HS_Opnamen_Grasland].Hngroep_aantal)>=2) AND (([_tbl_HS_Opnamen_Grasland].Hnkgroep_bedekking)>=5) AND (([_tbl_HS_Opnamen_Grasland].FreatofytenObl_aantal)=0)) OR ((([_tbl_HS_Opnamen_Grasland].Hnkgroep_aantal)>=1) AND (([_tbl_HS_Opnamen_Grasland].Hngroep_aantal)>=2) AND (([_tbl_HS_Opnamen_Grasland].Hngroep_bedekking)>=5) AND (([_tbl_HS_Opnamen_Grasland].FreatofytenObl_aantal)=0));";"2101";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([Hngroep_aantal]+[Hnkgroep_aantal])=3) AND (([_tbl_HS_Opnamen_Grasland].Hnkgroep_aantal)>=1) AND (([_tbl_HS_Opnamen_Grasland].Hngroep_aantal)>=2) AND (([_tbl_HS_Opnamen_Grasland].FreatofytenObl_aantal)=0)) OR ((([_tbl_HS_Opnamen_Grasland].Hnkgroep_aantal)>=1) AND (([_tbl_HS_Opnamen_Grasland].Hngroep_aantal)>=2) AND (([_tbl_HS_Opnamen_Grasland].Hnkgroep_bedekking)>=5) AND (([_tbl_HS_Opnamen_Grasland].FreatofytenObl_aantal)=0)) OR ((([_tbl_HS_Opnamen_Grasland].Hnkgroep_aantal)>=1) AND (([_tbl_HS_Opnamen_Grasland].Hngroep_aantal)>=2) AND (([_tbl_HS_Opnamen_Grasland].Hngroep_bedekking)>=5) AND (([_tbl_HS_Opnamen_Grasland].FreatofytenObl_aantal)=0));";0;78;;;0;0;0;0
"G";0;"2104";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([_tbl_HS_Opnamen_Grasland].Hkgroep_aantal)>=2));";"2104";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([_tbl_HS_Opnamen_Grasland].Hkgroep_aantal)>=2));";0;79;;;0;0;0;0
"G";0;"2106";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([_tbl_HS_Opnamen_Grasland].Hukgroep1_aantal)>=1) AND (([_tbl_HS_Opnamen_Grasland].Hukgroep2_aantal)>=1));";"2106";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([_tbl_HS_Opnamen_Grasland].Hukgroep1_aantal)>=1) AND (([_tbl_HS_Opnamen_Grasland].Hukgroep2_aantal)>=1));";0;80;;;0;0;0;0
"G";0;"2107";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([Hmgroep_aantal]+[Hmegroep_aantal])>=3) AND (([_tbl_HS_Opnamen_Grasland].FreatofytenObl_aantal)>=1)) OR ((([Hmgroep_bedekking]+[Hmegroep_bedekking])>=10) AND (([Hmgroep_aantal]+[Hmegroep_aantal])=2) AND (([_tbl_HS_Opnamen_Grasland].FreatofytenObl_aantal)>=1));";"2107";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([Hmgroep_aantal]+[Hmegroep_aantal])>=3) AND (([_tbl_HS_Opnamen_Grasland].FreatofytenObl_aantal)>=1)) OR ((([Hmgroep_bedekking]+[Hmegroep_bedekking])>=10) AND (([Hmgroep_aantal]+[Hmegroep_aantal])=2) AND (([_tbl_HS_Opnamen_Grasland].FreatofytenObl_aantal)>=1));";0;81;;;0;0;0;0
"G";0;"2108";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([_tbl_HS_Opnamen_Grasland].Huscgroep_aantal)>=3)) OR ((([_tbl_HS_Opnamen_Grasland].Huscgroep_bedekking)>=5) AND (([_tbl_HS_Opnamen_Grasland].Huscgroep_aantal)=1));";"2108";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([_tbl_HS_Opnamen_Grasland].Huscgroep_aantal)>=3)) OR ((([_tbl_HS_Opnamen_Grasland].Huscgroep_bedekking)>=5) AND (([_tbl_HS_Opnamen_Grasland].Huscgroep_aantal)=1));";0;82;;;0;0;0;0
"G";1;"211";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([_tbl_HS_Opnamen_Grasland].Hmogroep_aantal)>=3) AND (([_tbl_HS_Opnamen_Grasland].Hmogroep_bedekking)>=10))";;;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([_tbl_HS_Opnamen_Grasland].Hmogroep_aantal)>=3) AND (([_tbl_HS_Opnamen_Grasland].Hmogroep_bedekking)>=10))";1;280;;117;0;0;0;0
"G";1;"212";0;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS hass_bedekking INTO t1
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=563))
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";;;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS hass_bedekking INTO t1
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=563))
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";1;540;;200;0;0;0;0
"G";1;"212";1;"SELECT SPECSYNO.SPECIESNAM AS hnheide INTO t2
FROM SPECSYNO INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=549 Or (tbl_LSVI3_soorten.SoortenlijstNr)=535) AND ((SPECSYNO.SPECIESNAM) Not Like ""agrostis vinea*"" And (SPECSYNO.SPECIESNAM) Not Like ""coryne*"" And (SPECSYNO.SPECIESNAM) Not Like ""carex arena*"" And (SPECSYNO.SPECIESNAM) Not Like ""cytisus*"" And (SPECSYNO.SPECIESNAM) Not Like ""veronica offic*""))
GROUP BY SPECSYNO.SPECIESNAM";;;"SELECT SPECSYNO.SPECIESNAM AS hnheide INTO t2
FROM SPECSYNO INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=549 Or (tbl_LSVI3_soorten.SoortenlijstNr)=535) AND ((SPECSYNO.SPECIESNAM) Not Like ""agrostis vinea*"" And (SPECSYNO.SPECIESNAM) Not Like ""coryne*"" And (SPECSYNO.SPECIESNAM) Not Like ""carex arena*"" And (SPECSYNO.SPECIESNAM) Not Like ""cytisus*"" And (SPECSYNO.SPECIESNAM) Not Like ""veronica offic*""))
GROUP BY SPECSYNO.SPECIESNAM";1;542;;200;0;0;0;0
"G";1;"212";2;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS hnheide_bedekking INTO t3
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN t2 ON SPECSYNO.SPECIESNAM = t2.hnheide
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";;;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS hnheide_bedekking INTO t3
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN t2 ON SPECSYNO.SPECIESNAM = t2.hnheide
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";1;543;;200;0;0;0;0
"G";1;"212";3;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN ((_tbl_HS_Opnamen_Grasland INNER JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) LEFT JOIN t3 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t3.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((t1.hass_bedekking)>Nz([Hnheide_bedekking])))";;;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN ((_tbl_HS_Opnamen_Grasland INNER JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) LEFT JOIN t3 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t3.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((t1.hass_bedekking)>Nz([Hnheide_bedekking])))";1;541;;200;0;0;0;0
"G";1;"213";0;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([Hngroep_aantal]+[Haplusgroep_aantal])>=4) AND (([Hngroep_bedekking]+[Haplusgroep_bedekking])>=10))";;;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN (_tbl_HS_Opnamen_Grasland) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE ((([Hngroep_aantal]+[Haplusgroep_aantal])>=4) AND (([Hngroep_bedekking]+[Haplusgroep_bedekking])>=10))";1;281;;118;0;0;0;0
"G";1;"215";0;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS Bedekking_hmdif INTO t1
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=593))
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";;;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS Bedekking_hmdif INTO t1
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_LSVI3_soorten.SoortenlijstNr)=593))
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";1;563;;201;0;0;0;0
"G";1;"215";1;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS Bedekking_ms INTO t2
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_LSVI3_soorten.WetNaam) Not Like ""carex nigra*"") AND ((tbl_LSVI3_soorten.SoortenlijstNr)=564))
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";;;"SELECT tbl_BasisDataset_RBB.RecordingGivid, Sum(tbl_BasisDataset_RBB.Percentage) AS Bedekking_ms INTO t2
FROM (tbl_BasisDataset_RBB INNER JOIN SPECSYNO ON tbl_BasisDataset_RBB.SPECIESNAM = SPECSYNO.ORIGINALNA) INNER JOIN tbl_LSVI3_soorten ON SPECSYNO.SPECIESNAM = tbl_LSVI3_soorten.WetNaam
WHERE (((tbl_LSVI3_soorten.WetNaam) Not Like ""carex nigra*"") AND ((tbl_LSVI3_soorten.SoortenlijstNr)=564))
GROUP BY tbl_BasisDataset_RBB.RecordingGivid";1;564;;201;0;0;0;0
"G";1;"215";2;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN ((_tbl_HS_Opnamen_Grasland LEFT JOIN t2 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t2.RecordingGivid) INNER JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((t1.Bedekking_hmdif)>=10 And (t1.Bedekking_hmdif)>=Nz([Bedekking_ms])))";;;"UPDATE [_tbl_HS_Opnamen_Grasland_G] INNER JOIN ((_tbl_HS_Opnamen_Grasland LEFT JOIN t2 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t2.RecordingGivid) INNER JOIN t1 ON [_tbl_HS_Opnamen_Grasland].RecordingGivid = t1.RecordingGivid) ON [_tbl_HS_Opnamen_Grasland_G].RecordingGivid = [_tbl_HS_Opnamen_Grasland].RecordingGivid SET _tbl_HS_Opnamen_Grasland_G.fld.name = True WHERE (((t1.Bedekking_hmdif)>=10 And (t1.Bedekking_hmdif)>=Nz([Bedekking_ms])))";1;565;;201;0;0;0;0
